x (mm),Ic(A),Adjusted x(mm),Ic Calibrated (A),4 Reading Running Avg,3 Reading Running Avg,2 Reading Running Avg,30 % drop line,,,,,,,,,,,,
2086.12,54.49,1542.51,82.97,86.91,83.49,82.68,57.75,,,,,,,,,,,,
2088.09,54.1,1544.48,82.38,86.62,88.22,83.75,57.75,,,,,,,,,,,,
2090.07,55.9,1546.46,85.12,91.21,88.03,91.14,57.75,,,,,,,,,,,,
2092.04,63.81,1548.43,97.16,91.70,93.25,89.48,57.75,,,,,,,,,,,,
2094.02,53.72,1550.41,81.80,89.36,89.88,91.29,57.75,,,,,,,,,,,,
2095.99,66.18,1552.38,100.77,90.71,91.87,93.92,57.75,,,,,,,,,,,,
2097.97,57.18,1554.36,87.07,87.63,87.36,87.43,57.75,,,,,,,,,,,,
2099.94,57.65,1556.33,87.78,89.06,87.81,87.50,57.75,,,,,,,,,,,,
2101.92,57.28,1558.31,87.22,88.33,89.49,87.83,57.75,,,,,,,,,,,,
2103.89,58.08,1560.28,88.44,86.42,88.70,90.62,57.75,,,,,,,,,,,,
2105.87,60.95,1562.26,92.81,87.59,85.75,88.83,57.75,,,,,,,,,,,,
2107.84,55.73,1564.23,84.86,85.53,85.84,82.22,57.75,,,,,,,,,,,,
2109.82,52.26,1566.21,79.58,86.24,85.75,86.34,57.75,,,,,,,,,,,,
2111.79,61.14,1568.18,93.10,88.53,88.46,88.83,57.75,,,,,,,,,,,,
2113.77,55.54,1570.16,84.57,88.49,87.01,86.14,57.75,,,,,,,,,,,,
2115.74,57.6,1572.13,87.71,87.48,89.80,88.23,57.75,,,,,,,,,,,,
2117.72,58.29,1574.11,88.76,88.51,87.40,90.84,57.75,,,,,,,,,,,,
2119.7,61.03,1576.09,92.93,86.95,88.43,86.73,57.75,,,,,,,,,,,,
2121.68,52.88,1578.07,80.52,86.40,84.95,86.18,57.75,,,,,,,,,,,,
2123.66,60.31,1580.05,91.83,89.41,88.36,87.17,57.75,,,,,,,,,,,,
2125.65,54.18,1582.04,82.50,87.59,88.60,86.63,57.75,,,,,,,,,,,,
2127.63,59.6,1584.02,90.75,88.11,89.28,91.64,57.75,,,,,,,,,,,,
2129.62,60.77,1586.01,92.53,89.88,87.23,88.55,57.75,,,,,,,,,,,,
2131.6,55.53,1587.99,84.56,89.83,89.00,84.57,57.75,,,,,,,,,,,,
2133.58,55.55,1589.97,84.59,90.47,91.59,91.22,57.75,,,,,,,,,,,,
2135.57,64.26,1591.96,97.85,90.95,92.43,95.09,57.75,,,,,,,,,,,,
2137.55,60.63,1593.94,92.32,89.34,88.65,89.73,57.75,,,,,,,,,,,,
2139.54,57.22,1595.93,87.13,88.72,88.34,86.82,57.75,,,,,,,,,,,,
2141.52,56.81,1597.91,86.50,87.55,89.25,88.95,57.75,,,,,,,,,,,,
2143.5,60.02,1599.89,91.39,84.19,87.90,90.62,57.75,,,,,,,,,,,,
2145.49,59.01,1601.88,89.85,82.06,81.79,86.15,57.75,,,,,,,,,,,,
2147.47,54.14,1603.86,82.44,80.76,79.46,77.76,57.75,,,,,,,,,,,,
2149.46,47.99,1605.85,73.07,80.36,80.20,77.98,57.75,,,,,,,,,,,,
2151.44,54.43,1607.83,82.88,83.22,82.79,83.76,57.75,,,,,,,,,,,,
2153.43,55.59,1609.82,84.65,84.56,83.33,82.74,57.75,,,,,,,,,,,,
2155.41,53.09,1611.80,80.84,83.54,84.53,82.67,57.75,,,,,,,,,,,,
2157.39,55.49,1613.78,84.49,84.44,84.43,86.37,57.75,,,,,,,,,,,,
2159.38,57.95,1615.77,88.24,83.02,84.42,84.40,57.75,,,,,,,,,,,,
2161.36,52.91,1617.75,80.57,82.49,81.28,82.52,57.75,,,,,,,,,,,,
2163.35,55.47,1619.74,84.46,83.92,83.13,81.63,57.75,,,,,,,,,,,,
2165.33,51.75,1621.72,78.80,84.04,83.74,82.46,57.75,,,,,,,,,,,,
2167.31,56.56,1623.70,86.12,85.69,85.79,86.22,57.75,,,,,,,,,,,,
2169.3,56.68,1625.69,86.31,83.60,85.55,85.62,57.75,,,,,,,,,,,,
2171.28,55.78,1627.67,84.94,85.12,82.70,85.16,57.75,,,,,,,,,,,,
2173.27,56.08,1629.66,85.39,86.83,85.17,81.59,57.75,,,,,,,,,,,,
2175.26,51.08,1631.65,77.78,84.76,87.31,85.07,57.75,,,,,,,,,,,,
2177.24,60.65,1633.63,92.35,87.86,87.08,92.07,57.75,,,,,,,,,,,,
2179.23,60.28,1635.62,91.79,85.76,86.36,84.45,57.75,,,,,,,,,,,,
2181.22,50.64,1637.61,77.11,83.79,83.75,83.65,57.75,,,,,,,,,,,,
2183.2,59.23,1639.59,90.19,83.76,86.02,87.07,57.75,,,,,,,,,,,,
2185.19,55.13,1641.58,83.95,83.17,81.62,83.93,57.75,,,,,,,,,,,,
2187.18,55.11,1643.57,83.92,82.87,82.91,80.45,57.75,,,,,,,,,,,,
2189.16,50.56,1645.55,76.99,82.72,82.52,82.40,57.75,,,,,,,,,,,,
2191.15,57.67,1647.54,87.81,85.61,84.63,85.29,57.75,,,,,,,,,,,,
2193.13,54.35,1649.52,82.76,85.01,84.87,83.03,57.75,,,,,,,,,,,,
2195.12,54.71,1651.51,83.31,85.39,85.76,85.93,57.75,,,,,,,,,,,,
2197.11,58.15,1653.50,88.55,86.71,86.08,86.98,57.75,,,,,,,,,,,,
2199.09,56.1,1655.48,85.42,84.85,86.10,84.85,57.75,,,,,,,,,,,,
2201.08,55.34,1657.47,84.27,82.78,84.65,86.44,57.75,,,,,,,,,,,,
2203.07,58.19,1659.46,88.61,81.42,82.28,84.85,57.75,,,,,,,,,,,,
2205.05,53.25,1661.44,81.08,80.05,79.03,79.12,57.75,,,,,,,,,,,,
2207.04,50.67,1663.43,77.16,79.77,79.71,78.00,57.75,,,,,,,,,,,,
2209.03,51.78,1665.42,78.85,81.06,80.64,80.99,57.75,,,,,,,,,,,,
2211.01,54.59,1667.40,83.12,82.12,81.80,81.54,57.75,,,,,,,,,,,,
2213,52.51,1669.39,79.96,85.23,81.79,81.14,57.75,,,,,,,,,,,,
2214.99,54.06,1671.38,82.32,86.53,86.99,82.71,57.75,,,,,,,,,,,,
2216.97,54.57,1673.36,83.09,89.38,87.93,89.33,57.75,,,,,,,,,,,,
2218.96,62.76,1675.35,95.56,90.49,91.48,90.35,57.75,,,,,,,,,,,,
2220.93,55.91,1677.32,85.13,89.30,88.79,89.44,57.75,,,,,,,,,,,,
2222.9,61.56,1679.29,93.74,88.76,90.69,90.62,57.75,,,,,,,,,,,,
2224.87,57.47,1681.26,87.51,88.64,87.10,89.16,57.75,,,,,,,,,,,,
2226.84,59.64,1683.23,90.81,89.19,89.02,86.89,57.75,,,,,,,,,,,,
2228.81,54.49,1685.20,82.97,88.18,88.65,88.13,57.75,,,,,,,,,,,,
2230.78,61.26,1687.17,93.28,89.01,89.92,91.48,57.75,,,,,,,,,,,,
2232.75,58.9,1689.14,89.69,86.50,87.59,88.23,57.75,,,,,,,,,,,,
2234.71,56.99,1691.10,86.78,84.93,85.44,86.54,57.75,,,,,,,,,,,,
2236.68,56.68,1693.07,86.31,83.01,84.31,84.78,57.75,,,,,,,,,,,,
2238.65,54.67,1695.04,83.25,83.28,81.91,83.31,57.75,,,,,,,,,,,,
2240.62,54.76,1697.01,83.38,83.01,83.29,81.24,57.75,,,,,,,,,,,,
2242.59,51.95,1698.98,79.10,82.44,82.88,83.24,57.75,,,,,,,,,,,,
2244.56,57.38,1700.95,87.37,85.21,83.55,84.77,57.75,,,,,,,,,,,,
2246.53,53.96,1702.92,82.17,83.57,84.48,81.63,57.75,,,,,,,,,,,,
2248.5,53.26,1704.89,81.10,82.99,84.03,85.64,57.75,,,,,,,,,,,,
2250.46,59.23,1706.85,90.19,83.27,83.63,85.50,57.75,,,,,,,,,,,,
2252.43,53.07,1708.82,80.81,82.66,80.96,80.35,57.75,,,,,,,,,,,,
2254.4,52.46,1710.79,79.88,83.95,83.28,81.03,57.75,,,,,,,,,,,,
2256.37,53.97,1712.76,82.18,88.30,85.31,84.98,57.75,,,,,,,,,,,,
2258.34,57.65,1714.73,87.78,88.95,90.34,86.87,57.75,,,,,,,,,,,,
2260.31,56.45,1716.70,85.96,87.58,89.34,91.62,57.75,,,,,,,,,,,,
2262.28,63.89,1718.67,97.29,85.56,88.12,91.03,57.75,,,,,,,,,,,,
2264.25,55.67,1720.64,84.77,76.82,81.65,83.54,57.75,,,,,,,,,,,,
2266.21,54.06,1722.60,82.32,75.45,74.18,80.09,57.75,,,,,,,,,,,,
2268.19,51.14,1724.58,77.87,74.23,73.17,70.11,57.75,,,,,,,,,,,,
2270.18,40.94,1726.57,62.34,75.08,73.02,70.81,57.75,,,,,,,,,,,,
2272.17,52.07,1728.56,79.29,79.21,79.33,78.36,57.75,,,,,,,,,,,,
2274.16,50.85,1730.55,77.43,82.77,79.19,79.35,57.75,,,,,,,,,,,,
2276.15,53.37,1732.54,81.27,82.56,84.55,80.07,57.75,,,,,,,,,,,,
2278.14,51.8,1734.53,78.88,86.70,82.99,86.19,57.75,,,,,,,,,,,,
2280.13,61.4,1736.52,93.49,88.20,89.31,85.04,57.75,,,,,,,,,,,,
2282.12,50.3,1738.51,76.59,87.01,86.44,87.22,57.75,,,,,,,,,,,,
2284.12,64.26,1740.51,97.85,87.84,90.48,91.36,57.75,,,,,,,,,,,,
2286.11,55.74,1742.50,84.88,82.81,84.51,86.79,57.75,,,,,,,,,,,,
2288.1,58.26,1744.49,88.71,82.31,82.12,84.33,57.75,,,,,,,,,,,,
2290.09,52.5,1746.48,79.94,80.53,80.18,78.82,57.75,,,,,,,,,,,,
2292.08,51.03,1748.47,77.70,82.85,80.72,80.30,57.75,,,,,,,,,,,,
2294.07,54.44,1750.46,82.90,86.65,84.56,82.23,57.75,,,,,,,,,,,,
2296.06,53.57,1752.45,81.57,87.59,87.90,85.39,57.75,,,,,,,,,,,,
2298.05,58.59,1754.44,89.22,89.38,89.59,91.07,57.75,,,,,,,,,,,,
2300.04,61.02,1756.43,92.92,90.02,89.44,89.78,57.75,,,,,,,,,,,,
2302.03,56.9,1758.42,86.64,89.39,89.05,87.70,57.75,,,,,,,,,,,,
2304.02,58.29,1760.41,88.76,89.25,90.31,90.26,57.75,,,,,,,,,,,,
2306.02,60.26,1762.41,91.76,87.94,89.41,91.08,57.75,,,,,,,,,,,,
2308.01,59.37,1764.40,90.40,91.55,86.66,88.24,57.75,,,,,,,,,,,,
2310,56.53,1766.39,86.08,90.20,91.94,84.79,57.75,,,,,,,,,,,,
2311.99,54.84,1768.38,83.51,93.80,91.58,94.86,57.75,,,,,,,,,,,,
2313.98,69.76,1770.37,106.22,93.99,97.23,95.62,57.75,,,,,,,,,,,,
2315.97,55.83,1772.36,85.01,90.56,89.91,92.73,57.75,,,,,,,,,,,,
2317.96,65.97,1774.35,100.45,92.24,92.41,92.35,57.75,,,,,,,,,,,,
2319.94,55.33,1776.33,84.25,88.39,89.50,88.39,57.75,,,,,,,,,,,,
2321.93,60.77,1778.32,92.53,88.98,89.77,92.13,57.75,,,,,,,,,,,,
2323.91,60.24,1780.30,91.73,87.70,87.79,88.39,57.75,,,,,,,,,,,,
2325.9,55.86,1782.29,85.06,86.73,86.36,85.82,57.75,,,,,,,,,,,,
2327.88,56.86,1784.27,86.58,86.82,87.29,87.01,57.75,,,,,,,,,,,,
2329.87,57.43,1786.26,87.45,85.32,86.91,87.64,57.75,,,,,,,,,,,,
2331.85,57.68,1788.24,87.83,85.10,84.62,86.63,57.75,,,,,,,,,,,,
2333.84,56.11,1790.23,85.44,83.19,84.19,83.01,57.75,,,,,,,,,,,,
2335.82,52.92,1792.21,80.58,85.09,82.44,83.56,57.75,,,,,,,,,,,,
2337.81,56.83,1794.20,86.54,87.27,86.59,83.38,57.75,,,,,,,,,,,,
2339.79,52.68,1796.18,80.22,87.45,87.51,86.62,57.75,,,,,,,,,,,,
2341.77,61.09,1798.16,93.02,89.50,89.85,91.16,57.75,,,,,,,,,,,,
2343.76,58.65,1800.15,89.31,90.05,88.33,88.27,57.75,,,,,,,,,,,,
2345.74,57.29,1802.13,87.24,88.21,90.30,87.84,57.75,,,,,,,,,,,,
2347.73,58.09,1804.12,88.45,90.59,88.54,91.83,57.75,,,,,,,,,,,,
2349.71,62.52,1806.10,95.20,89.09,91.30,88.58,57.75,,,,,,,,,,,,
2351.7,53.82,1808.09,81.95,88.53,87.06,89.34,57.75,,,,,,,,,,,,
2353.68,63.53,1810.07,96.74,90.88,90.72,89.61,57.75,,,,,,,,,,,,
2355.67,54.17,1812.06,82.48,90.95,88.93,87.72,57.75,,,,,,,,,,,,
2357.65,61.04,1814.04,92.95,91.04,93.77,92.15,57.75,,,,,,,,,,,,
2359.63,59.99,1816.02,91.35,90.83,90.41,94.18,57.75,,,,,,,,,,,,
2361.62,63.71,1818.01,97.01,88.37,90.66,89.94,57.75,,,,,,,,,,,,
2363.6,54.42,1819.99,82.87,86.35,85.48,87.48,57.75,,,,,,,,,,,,
2365.59,60.48,1821.98,92.09,89.33,87.51,86.79,57.75,,,,,,,,,,,,
2367.57,53.52,1823.96,81.50,88.98,88.40,85.23,57.75,,,,,,,,,,,,
2369.55,58.42,1825.94,88.96,87.00,91.47,91.86,57.75,,,,,,,,,,,,
2371.53,62.23,1827.92,94.76,74.25,86.34,92.73,57.75,,,,,,,,,,,,
2373.51,59.56,1829.90,90.69,64.68,67.42,82.13,57.75,,,,,,,,,,,,
2375.49,48.32,1831.88,73.58,63.56,56.01,55.78,57.75,,,,,,,,,,,,
2377.46,24.95,1833.85,37.99,66.60,60.22,47.22,57.75,,,,,,,,,,,,
2379.44,37.07,1835.83,56.45,79.04,76.14,71.34,57.75,,,,,,,,,,,,
2381.42,56.63,1837.81,86.23,86.17,86.58,85.99,57.75,,,,,,,,,,,,
2383.4,56.31,1839.79,85.74,85.45,86.15,86.75,57.75,,,,,,,,,,,,
2385.38,57.63,1841.77,87.75,84.24,85.35,86.36,57.75,,,,,,,,,,,,
2387.36,55.8,1843.75,84.97,84.17,83.06,84.14,57.75,,,,,,,,,,,,
2389.34,54.72,1845.73,83.32,85.28,83.91,82.11,57.75,,,,,,,,,,,,
2391.31,53.13,1847.70,80.90,89.28,85.94,84.20,57.75,,,,,,,,,,,,
2393.29,57.46,1849.68,87.49,90.25,92.07,88.45,57.75,,,,,,,,,,,,
2395.27,58.72,1851.66,89.41,92.13,91.17,94.36,57.75,,,,,,,,,,,,
2397.25,65.22,1853.64,99.31,90.57,93.04,92.05,57.75,,,,,,,,,,,,
2399.23,55.68,1855.62,84.78,87.96,87.65,89.90,57.75,,,,,,,,,,,,
2401.21,62.4,1857.60,95.02,89.25,89.02,89.09,57.75,,,,,,,,,,,,
2403.19,54.61,1859.58,83.15,85.52,87.33,86.02,57.75,,,,,,,,,,,,
2405.17,58.37,1861.56,88.88,85.05,86.31,89.42,57.75,,,,,,,,,,,,
2407.14,59.08,1863.53,89.96,82.75,83.78,85.03,57.75,,,,,,,,,,,,
2409.12,52.6,1865.51,80.09,81.75,80.35,80.69,57.75,,,,,,,,,,,,
2411.1,53.38,1867.49,81.28,82.31,82.30,80.47,57.75,,,,,,,,,,,,
2413.08,52.32,1869.47,79.67,84.37,82.65,82.81,57.75,,,,,,,,,,,,
2415.06,56.45,1871.45,85.96,85.24,85.94,84.14,57.75,,,,,,,,,,,,
2417.04,54.07,1873.43,82.33,84.38,85.00,85.93,57.75,,,,,,,,,,,,
2419.02,58.8,1875.41,89.53,84.87,85.06,86.33,57.75,,,,,,,,,,,,
2421.01,54.59,1877.40,83.12,83.62,83.31,82.82,57.75,,,,,,,,,,,,
2422.99,54.19,1879.38,82.52,82.60,83.79,83.41,57.75,,,,,,,,,,,,
2424.98,55.36,1881.37,84.30,81.93,82.63,84.43,57.75,,,,,,,,,,,,
2426.96,55.53,1883.35,84.56,80.66,81.13,81.79,57.75,,,,,,,,,,,,
2428.95,51.9,1885.34,79.03,79.99,79.36,79.42,57.75,,,,,,,,,,,,
2430.93,52.42,1887.32,79.82,81.04,80.31,79.53,57.75,,,,,,,,,,,,
2432.92,52.04,1889.31,79.24,81.08,81.44,80.56,57.75,,,,,,,,,,,,
2434.9,53.77,1891.29,81.88,83.06,81.70,82.55,57.75,,,,,,,,,,,,
2436.89,54.65,1893.28,83.22,82.93,83.45,81.61,57.75,,,,,,,,,,,,
2438.87,52.54,1895.26,80.00,81.28,82.84,83.57,57.75,,,,,,,,,,,,
2440.86,57.23,1897.25,87.14,82.90,81.70,84.26,57.75,,,,,,,,,,,,
2442.84,53.44,1899.23,81.37,83.44,81.48,78.98,57.75,,,,,,,,,,,,
2444.83,50.3,1901.22,76.59,84.08,84.12,81.53,57.75,,,,,,,,,,,,
2446.81,56.79,1903.20,86.47,86.08,86.58,87.89,57.75,,,,,,,,,,,,
2448.8,58.65,1905.19,89.31,86.28,85.95,86.63,57.75,,,,,,,,,,,,
2450.78,55.14,1907.17,83.96,86.54,85.27,84.27,57.75,,,,,,,,,,,,
2452.77,55.55,1909.16,84.59,87.86,87.40,85.93,57.75,,,,,,,,,,,,
2454.75,57.31,1911.14,87.27,89.16,88.95,88.81,57.75,,,,,,,,,,,,
2456.74,59.34,1913.13,90.36,88.07,89.79,89.79,57.75,,,,,,,,,,,,
2458.72,58.59,1915.11,89.22,85.82,87.31,89.50,57.75,,,,,,,,,,,,
2460.71,58.97,1917.10,89.79,84.05,84.68,86.36,57.75,,,,,,,,,,,,
2462.69,54.46,1919.08,82.93,83.02,82.13,82.13,57.75,,,,,,,,,,,,
2464.68,53.41,1921.07,81.33,82.08,83.05,81.73,57.75,,,,,,,,,,,,
2466.66,53.94,1923.05,82.13,81.17,82.33,83.91,57.75,,,,,,,,,,,,
2468.65,56.27,1925.04,85.68,80.95,80.85,82.43,57.75,,,,,,,,,,,,
2470.63,52,1927.02,79.18,80.41,79.38,78.43,57.75,,,,,,,,,,,,
2472.61,51.01,1929.00,77.67,79.51,80.81,79.48,57.75,,,,,,,,,,,,
2474.59,53.38,1930.98,81.28,78.24,80.12,82.39,57.75,,,,,,,,,,,,
2476.57,54.83,1932.96,83.49,77.86,77.23,79.55,57.75,,,,,,,,,,,,
2478.55,49.65,1934.94,75.60,78.28,75.98,74.10,57.75,,,,,,,,,,,,
2480.53,47.68,1936.92,72.60,79.17,79.18,76.17,57.75,,,,,,,,,,,,
2482.51,52.36,1938.90,79.73,85.42,81.36,82.46,57.75,,,,,,,,,,,,
2484.49,55.95,1940.88,85.20,85.83,87.31,82.18,57.75,,,,,,,,,,,,
2486.48,51.99,1942.87,79.17,86.79,86.04,88.37,57.75,,,,,,,,,,,,
2488.46,64.08,1944.85,97.57,87.64,89.34,89.47,57.75,,,,,,,,,,,,
2490.44,53.44,1946.83,81.37,83.29,84.32,85.22,57.75,,,,,,,,,,,,
2492.42,58.49,1948.81,89.06,84.00,83.93,85.80,57.75,,,,,,,,,,,,
2494.4,54.2,1950.79,82.53,83.89,82.31,81.36,57.75,,,,,,,,,,,,
2496.38,52.66,1952.77,80.19,83.21,84.34,82.20,57.75,,,,,,,,,,,,
2498.36,55.3,1954.75,84.21,86.67,84.22,86.42,57.75,,,,,,,,,,,,
2500.34,58.21,1956.73,88.64,88.02,87.49,84.22,57.75,,,,,,,,,,,,
2502.32,52.41,1958.71,79.80,86.09,87.81,86.92,57.75,,,,,,,,,,,,
2504.3,61.75,1960.69,94.03,87.73,88.18,91.81,57.75,,,,,,,,,,,,
2506.29,58.84,1962.68,89.60,84.77,85.64,85.26,57.75,,,,,,,,,,,,
2508.27,53.15,1964.66,80.93,84.12,83.17,83.66,57.75,,,,,,,,,,,,
2510.25,56.73,1966.64,86.38,85.96,85.18,84.28,57.75,,,,,,,,,,,,
2512.23,53.97,1968.62,82.18,85.65,85.82,84.58,57.75,,,,,,,,,,,,
2514.21,57.12,1970.60,86.98,85.12,86.81,87.64,57.75,,,,,,,,,,,,
2516.19,57.99,1972.58,88.30,83.36,84.49,86.73,57.75,,,,,,,,,,,,
2518.18,55.92,1974.57,85.15,80.35,81.71,82.59,57.75,,,,,,,,,,,,
2520.17,52.56,1976.56,80.03,78.64,78.75,80.00,57.75,,,,,,,,,,,,
2522.16,52.51,1978.55,79.96,79.41,78.18,78.11,57.75,,,,,,,,,,,,
2524.15,50.09,1980.54,76.27,78.23,79.22,77.28,57.75,,,,,,,,,,,,
2526.14,51.42,1982.53,78.30,78.10,78.88,80.70,57.75,,,,,,,,,,,,
2528.13,54.57,1984.52,83.09,77.98,78.04,79.17,57.75,,,,,,,,,,,,
2530.12,49.41,1986.51,75.24,80.06,76.27,75.51,57.75,,,,,,,,,,,,
2532.11,49.77,1988.50,75.78,80.76,81.67,76.79,57.75,,,,,,,,,,,,
2534.1,51.09,1990.49,77.79,81.86,82.42,84.62,57.75,,,,,,,,,,,,
2536.09,60.05,1992.48,91.44,84.43,83.22,84.73,57.75,,,,,,,,,,,,
2538.08,51.24,1994.47,78.02,81.98,82.10,79.10,57.75,,,,,,,,,,,,
2540.07,52.66,1996.46,80.19,82.33,83.30,84.14,57.75,,,,,,,,,,,,
2542.06,57.85,1998.45,88.09,82.40,83.05,84.85,57.75,,,,,,,,,,,,
2544.05,53.6,2000.44,81.62,82.99,80.51,80.53,57.75,,,,,,,,,,,,
2546.04,52.17,2002.43,79.44,81.96,83.44,79.96,57.75,,,,,,,,,,,,
2548.03,52.85,2004.42,80.47,83.84,82.79,85.45,57.75,,,,,,,,,,,,
2550.02,59.38,2006.41,90.42,83.74,84.96,83.95,57.75,,,,,,,,,,,,
2552.01,50.89,2008.40,77.49,82.32,81.52,82.23,57.75,,,,,,,,,,,,
2554,57.12,2010.39,86.98,82.79,83.94,83.54,57.75,,,,,,,,,,,,
2555.99,52.6,2012.38,80.09,80.71,81.40,82.42,57.75,,,,,,,,,,,,
2557.98,55.65,2014.37,84.74,80.42,80.92,82.05,57.75,,,,,,,,,,,,
2559.97,52.12,2016.36,79.36,79.48,78.98,79.01,57.75,,,,,,,,,,,,
2561.96,51.65,2018.35,78.65,79.26,79.52,78.78,57.75,,,,,,,,,,,,
2563.95,51.83,2020.34,78.92,79.71,79.46,79.95,57.75,,,,,,,,,,,,
2565.93,53.18,2022.32,80.98,81.05,79.97,79.73,57.75,,,,,,,,,,,,
2567.92,51.54,2024.31,78.48,83.03,81.07,79.46,57.75,,,,,,,,,,,,
2569.9,52.83,2026.29,80.44,85.79,84.55,82.36,57.75,,,,,,,,,,,,
2571.89,55.35,2028.28,84.28,87.08,87.57,86.60,57.75,,,,,,,,,,,,
2573.87,58.4,2030.26,88.93,87.11,88.01,89.21,57.75,,,,,,,,,,,,
2575.85,58.77,2032.24,89.49,85.62,86.51,87.55,57.75,,,,,,,,,,,,
2577.84,56.22,2034.23,85.61,85.93,84.33,85.02,57.75,,,,,,,,,,,,
2579.82,55.45,2036.21,84.43,85.51,86.04,83.69,57.75,,,,,,,,,,,,
2581.8,54.47,2038.19,82.94,85.88,85.87,86.84,57.75,,,,,,,,,,,,
2583.79,59.59,2040.18,90.74,88.04,86.86,87.33,57.75,,,,,,,,,,,,
2585.77,55.12,2042.16,83.93,70.41,87.13,84.92,57.75,,,,,,,,,,,,
2587.75,56.42,2044.14,85.91,63.37,65.91,88.74,57.75,,,,,,,,,,,,
2589.74,60.13,2046.13,91.56,61.57,55.86,55.91,57.75,,,,,,,,,,,,
2591.72,13.3,2048.11,20.25,60.06,51.57,38.01,57.75,,,,,,,,,,,,
2593.7,36.62,2050.09,55.76,73.67,73.33,67.23,57.75,,,,,,,,,,,,
2595.69,51.69,2052.08,78.71,80.22,79.64,82.11,57.75,,,,,,,,,,,,
2597.67,56.16,2054.06,85.52,81.96,80.72,80.10,57.75,,,,,,,,,,,,
2599.66,49.05,2056.05,74.69,79.96,80.77,78.32,57.75,,,,,,,,,,,,
2601.64,53.82,2058.03,81.95,82.57,81.72,83.81,57.75,,,,,,,,,,,,
2603.62,56.26,2060.01,85.67,82.30,82.77,81.61,57.75,,,,,,,,,,,,
2605.61,50.93,2062.00,77.55,82.39,81.18,81.33,57.75,,,,,,,,,,,,
2607.59,55.89,2063.98,85.10,83.38,84.00,82.99,57.75,,,,,,,,,,,,
2609.57,53.12,2065.96,80.89,84.38,82.80,83.44,57.75,,,,,,,,,,,,
2611.56,56.48,2067.95,86.00,86.31,85.55,83.76,57.75,,,,,,,,,,,,
2613.54,53.54,2069.93,81.53,84.83,86.42,85.32,57.75,,,,,,,,,,,,
2615.52,58.53,2071.91,89.12,88.51,85.94,88.87,57.75,,,,,,,,,,,,
2617.5,58.19,2073.89,88.61,90.14,88.31,84.34,57.75,,,,,,,,,,,,
2619.48,52.59,2075.87,80.08,87.93,90.66,88.16,57.75,,,,,,,,,,,,
2621.46,63.21,2077.85,96.25,89.55,90.55,95.95,57.75,,,,,,,,,,,,
2623.43,62.81,2079.82,95.64,87.81,87.32,87.69,57.75,,,,,,,,,,,,
2625.41,52.37,2081.80,79.74,87.27,85.20,83.16,57.75,,,,,,,,,,,,
2627.38,56.86,2083.77,86.58,87.87,89.78,87.93,57.75,,,,,,,,,,,,
2629.36,58.63,2085.75,89.28,88.08,88.30,91.38,57.75,,,,,,,,,,,,
2631.34,61.39,2087.73,93.48,88.34,87.68,87.81,57.75,,,,,,,,,,,,
2633.31,53.95,2089.70,82.15,84.92,86.63,84.78,57.75,,,,,,,,,,,,
2635.29,57.41,2091.68,87.42,84.96,85.84,88.87,57.75,,,,,,,,,,,,
2637.27,59.31,2093.66,90.31,83.90,84.13,85.05,57.75,,,,,,,,,,,,
2639.24,52.4,2095.63,79.79,81.77,81.76,81.05,57.75,,,,,,,,,,,,
2641.22,54.05,2097.61,82.30,84.46,82.43,82.74,57.75,,,,,,,,,,,,
2643.19,54.63,2099.58,83.19,84.73,85.18,82.49,57.75,,,,,,,,,,,,
2645.17,53.72,2101.56,81.80,85.37,85.25,86.18,57.75,,,,,,,,,,,,
2647.15,59.47,2103.54,90.56,84.57,86.57,86.97,57.75,,,,,,,,,,,,
2649.12,54.76,2105.51,83.38,81.32,82.58,84.57,57.75,,,,,,,,,,,,
2651.1,56.32,2107.49,85.76,81.64,80.63,82.17,57.75,,,,,,,,,,,,
2653.08,51.61,2109.47,78.59,79.64,80.27,78.07,57.75,,,,,,,,,,,,
2655.05,50.93,2111.44,77.55,81.08,79.99,81.11,57.75,,,,,,,,,,,,
2657.03,55.6,2113.42,84.66,82.83,82.26,81.21,57.75,,,,,,,,,,,,
2659,51.07,2115.39,77.76,83.49,82.22,81.05,57.75,,,,,,,,,,,,
2660.98,55.39,2117.37,84.34,85.48,85.40,84.45,57.75,,,,,,,,,,,,
2662.96,55.53,2119.35,84.56,86.92,85.87,85.93,57.75,,,,,,,,,,,,
2664.94,57.33,2121.33,87.30,87.00,87.71,86.52,57.75,,,,,,,,,,,,
2666.94,56.31,2123.33,85.74,87.08,86.90,87.91,57.75,,,,,,,,,,,,
2668.94,59.16,2125.33,90.08,86.61,87.53,87.48,57.75,,,,,,,,,,,,
2670.94,55.74,2127.33,84.88,84.58,85.45,86.25,57.75,,,,,,,,,,,,
2672.95,57.54,2129.34,87.62,83.19,84.48,85.74,57.75,,,,,,,,,,,,
2674.95,55.08,2131.34,83.87,82.83,81.72,82.92,57.75,,,,,,,,,,,,
2676.95,53.83,2133.34,81.97,83.09,82.48,80.64,57.75,,,,,,,,,,,,
2678.95,52.09,2135.34,79.32,84.05,83.46,82.74,57.75,,,,,,,,,,,,
2680.95,56.59,2137.34,86.17,84.39,85.63,85.53,57.75,,,,,,,,,,,,
2682.95,55.75,2139.34,84.89,83.06,83.79,85.36,57.75,,,,,,,,,,,,
